"t","X"
305,-0.704243187829732
306,0.884083118716862
307,0.674759086570876
308,-0.668379592831423
309,-0.210006337948082
310,0.112793261242795
311,0.169152999925796
312,-0.609015214667555
313,-2.191386014051
314,-0.779609695012314
315,-1.1158227182507
316,-0.510518360444336
317,0.751037286832547
318,-0.465872451265214
319,-0.770370940789521
320,0.941677475888453
321,-1.51378854014114
322,-0.562567884545646
323,0.358780180490514
324,-0.713267602045685
325,0.0396413529104389
326,-1.18503098768648
327,1.36922858052613
328,0.448475232589868
329,-1.25649023627511
330,2.32265509171136
331,1.3909512303555
332,-0.319220055064574
333,0.238546977018352
334,0.177620797630106
335,-0.169246827885236
336,-0.793632496175805
337,0.839653136025292
338,0.926821063821199
339,0.174200608571641
340,0.103686196699175
341,1.24639034140323
342,-0.85900302014445
343,0.742008713036229
344,2.58299474207493
345,0.624644982280808
346,-1.15244907896548
347,-0.10435635970804
348,-0.138364427552857
349,-0.961100597486823
350,-0.423617375306001
351,-2.65561486057655
352,-1.13488362200666
353,-0.618769244907382
354,-0.515724144740983
355,-0.634827953835052
356,-0.602652303289106
357,1.86823894014757
358,-0.880705210753949
359,-2.517943129908
360,0.251040968987712
361,-0.669507540259716
362,-1.58890610751465
363,0.881028192880217
364,0.514684547184416
365,0.892985061716449
366,-0.569546013771462
367,-0.289664090330783
368,0.676338162486856
369,-1.59856750696101
370,-1.22613316776019
371,-0.105786355705207
372,0.112760583084928
373,-0.54524032919989
374,0.397971506753815
375,-0.368653961945111
376,-1.07697436518997
377,0.380982847977758
378,1.3408577034692
379,-0.576004351959232
380,0.652460062394258
381,-0.301045474472052
382,0.609377737138879
383,-0.475458789809135
384,-0.978867577664205
385,-0.769101503058358
386,1.36648131639199
387,1.44338600390047
388,-0.431122520611808
389,2.29828577491476
390,1.10684979737057
391,-0.278100187076991
392,0.980220535796136
393,0.524180908151657
394,0.616407565867366
395,0.770666612494976
396,0.0499924491158085
397,-0.0199356880717146
398,0.709728261869077
399,1.31092793727296
400,0.130042476794892
401,1.59720790907122
402,0.771911499392245
403,-2.56710850190749
404,-0.655317013351221
405,2.21223107560816
406,1.35615937145992
407,-0.341570022813425
408,-0.553548987234337
409,1.63041491493439
410,0.265008903917617
411,0.592833985074982
412,1.42907327862909
413,-0.152925583340554
414,0.0185694992677125
415,-0.7525610424632
416,1.51550149251708
417,-0.210412617642238
418,-0.409598338151397
419,0.355160382530341
420,-1.5963917470318
421,-1.33551442158286
422,2.01953658762814
423,1.14401101235825
424,-0.258842264549069
425,1.44878547615882
426,1.61623417664123
427,0.0801564763840768
428,0.503511403102774
429,-0.0555494864598246
430,1.55185148098347
431,2.42961522125987
432,-0.118962470773623
433,0.749292715768981
434,-0.294935946169816
435,1.04235461402079
436,-0.537849929530524
437,-2.21541337116139
438,1.77168192829836
439,3.21509788557994
440,1.52168177387278
441,0.999958837116294
442,0.179640744763531
443,1.01817013376481
444,1.36790248911319
445,-0.119359752906557
446,-0.0359963790133224
447,1.29858625817931
448,-0.742328600723729
449,0.352083243508653
450,0.94993034022803
451,0.276764025567284
452,1.78184916085111
453,-0.38021259168794
454,0.227517451106065
455,0.298867666278779
456,0.448445620893013
457,0.495078254162426
458,-0.639219283357328
459,-0.819334306648537
460,-0.496070210613008
461,0.090692712649743
462,1.3524588082226
463,-0.387526954180713
464,-0.162240476943144
465,-0.206109677478039
466,-0.671678856381322
467,0.525635813822498
468,-1.72575375462461
469,0.210198914338451
470,0.616403071116389
471,-2.17378174714628
472,-1.33551127427572
473,-0.997659715298885
474,-0.440436784006311
475,-0.808302323253094
476,-1.11122417084464
477,1.22803234724072
478,1.32243379227341
479,-0.0910673649660095
480,1.5684487970359
481,1.45976711727493
482,-1.11175073277875
483,-0.583696758858748
484,-0.894551543158691
485,0.0871074115395858
486,0.986144635361386
487,-0.106458623113535
488,-0.269118906087251
489,0.954354582021329
490,-0.882787201428647
491,-1.28357401207269
492,0.687332861093108
493,-0.540540170198703
494,0.40160418972737
495,0.565769542252398
496,-0.210389172661463
497,1.44996722863028
498,0.740364737654851
499,-1.06497927064531
500,-1.91555679759248
