Time,Time Code,Country Name,Country Code,GDP per capita (current US$) [NY.GDP.PCAP.CD],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population growth (annual %) [SP.POP.GROW],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]"
2004,YR2004,Belgium,BEL,35429.4077933344,97.35,0.432788248129175,1.02291054131515
2004,YR2004,Canada,CAN,32143.6814078562,80.045,0.933020777495183,2.16781311109181
2004,YR2004,Chile,CHL,6186.66271596597,86.725,1.03766797310084,3.75826582540335
2004,YR2004,Czechia,CZE,11749.8526643577,73.671,0.0304348483027166,2.41539461296366
2004,YR2004,Denmark,DNK,46511.5983324305,85.566,0.258432282052875,1.6225264974926
2004,YR2004,Estonia,EST,8914.10355674451,68.862,-0.597820510395586,3.61949868570147
2004,YR2004,Finland,FIN,37772.1781110398,82.772,0.290350361518584,2.37972259665655
2004,YR2004,France,FRA,33803.3095951203,76.883,0.736332748710216,1.82269094417374
2004,YR2004,Greece,GRC,21995.477943746,74.073,0.247413542822812,4.27540756814993
2004,YR2004,Germany,DEU,34106.6581224001,75.779,-0.021709727650009,0.951063416014002
2004,YR2004,Hungary,HUN,10303.704193626,65.896,-0.221439378654807,4.35156332771767
2004,YR2004,Iceland,ISL,47334.9306537723,92.914,0.8779361576874,5.31664247319305
2004,YR2004,Ireland,IRL,47754.2023194244,60.202,1.82831381790901,1.57408727204836
2004,YR2004,Israel,ISR,19910.6106710093,91.456,1.76762364154994,1.41613118605963
2004,YR2004,Italy,ITA,31317.2007943296,67.62,0.647182705470772,2.34703257342223
2004,YR2004,Japan,JPN,38298.9801712303,84.64,0.0336622582725446,1.23095748420526
2004,YR2004,"Korea, Rep.",KOR,16496.1200942502,81.002,0.396331436697806,2.95801854433406
2004,YR2004,Latvia,LVA,6378.66652057115,67.9,-1.09131295557421,4.19690569909693
2004,YR2004,Luxembourg,LUX,76544.9170868473,86.177,1.42133256471314,0.535432004959881
2004,YR2004,Lithuania,LTU,6700.32719189382,66.646,-1.12299127483243,4.1728968841311
2004,YR2004,Mexico,MEX,7484.486398707,75.997,1.38146893230283,3.33919043587465
2004,YR2004,Netherlands,NLD,40436.6182310407,81.514,0.347475412048658,1.86628779147758
2004,YR2004,New Zealand,NZL,25420.234882944,86.281,1.48621908244575,5.36558854547454
2004,YR2004,Norway,NOR,57603.836021826,77.399,0.590930939690253,1.3864679027717
2004,YR2004,Poland,POL,6681.38647195042,61.564,-0.0585127351273288,3.29260490134403
2004,YR2004,Portugal,PRT,18064.1580932987,56.907,0.239128989611917,2.60214117997755
2004,YR2004,Slovak Republic,SVK,10691.4465495259,55.713,-0.0203617202597358,1.66748149791647
2004,YR2004,Slovenia,SVN,17233.1385611279,51.308,0.0640662022616923,2.42963083827174
2004,YR2004,Spain,ESP,24907.0008505856,77.022,1.7254663034483,3.12832703269699
2004,YR2004,Sweden,SWE,42821.6731423358,84.258,0.393298991357658,1.82775456382142
2004,YR2004,Switzerland,CHE,54878.4710009787,73.452,0.687425960233006,0.931268101342743
2004,YR2004,Turkiye,TUR,6101.63211660696,67.225,1.3847339240455,9.32742275784367
2004,YR2004,United Kingdom,GBR,40371.7108259838,79.629,0.568943113421317,0.760132900411628
2004,YR2004,United States,USA,41724.6316287624,79.757,0.925483968943482,1.26548363027696
2005,YR2005,Australia,AUS,34080.9998953245,84.582,1.31978955436191,2.88798590508864
2005,YR2005,Austria,AUT,38417.4577857677,58.813,0.681267248299787,1.25939963482441
2005,YR2005,Belgium,BEL,36809.7013403619,97.403,0.550055708089009,0.840639973990251
2005,YR2005,Canada,CAN,36382.5079164537,80.122,0.944466927450734,1.88031145780062
2005,YR2005,Chile,CHL,7558.37175410092,86.783,1.04195390189779,3.92221193789503
2005,YR2005,Czechia,CZE,13430.6698955613,73.602,0.138325980046718,2.28463529199072
2005,YR2005,Denmark,DNK,48799.8256011275,85.856,0.275481733409308,1.1456435911337
2005,YR2005,Estonia,EST,10412.6443137966,68.735,-0.572255524659659,3.28731485717963
2005,YR2005,Finland,FIN,39054.8504423825,82.905,0.342248594286999,2.27826118637172
2005,YR2005,France,FRA,34773.1501479027,77.13,0.753799176960609,1.68010170422531
2005,YR2005,Greece,GRC,22560.1472939077,74.452,0.293249074052818,4.28422352376638
2005,YR2005,Germany,DEU,34520.2396492496,75.98,-0.0567782618352031,0.726955700932129
2005,YR2005,Hungary,HUN,11225.9325815328,66.365,-0.198878843237103,3.72054665681065
2005,YR2005,Iceland,ISL,56794.8501588953,93.037,1.58289197780465,4.75180694830263
2005,YR2005,Ireland,IRL,50933.0216095589,60.477,2.17870301355631,1.03354966551094
2005,YR2005,Israel,ISR,20585.1386127162,91.518,1.76289766113006,1.65223708589073
2005,YR2005,Italy,ITA,32055.0920757503,67.738,0.491389107503214,2.03359548344901
2005,YR2005,Japan,JPN,37812.8950199948,85.978,0.00939209655766336,1.11162940578642
2005,YR2005,"Korea, Rep.",KOR,19402.5026259549,81.345,0.211997784117548,2.61997573131402
2005,YR2005,Latvia,LVA,7594.90238431362,68,-1.08057145691172,3.72327312864324
2005,YR2005,Luxembourg,LUX,80988.1376230858,86.598,1.53005466340868,0.35650094088746
2005,YR2005,Lithuania,LTU,7854.76527867855,66.635,-1.62840112593427,4.32851922287799
2005,YR2005,Mexico,MEX,8277.67156384567,76.308,1.4158169793862,3.07320418494207
2005,YR2005,Netherlands,NLD,41994.7135305232,82.63,0.23366314793854,1.85792627472621
2005,YR2005,New Zealand,NZL,27751.0654708859,86.341,1.12877350967992,4.51769702400314
2005,YR2005,Norway,NOR,66810.478520868,77.675,0.681072964187373,1.40342625353834
2005,YR2005,Poland,POL,8021.50574346795,61.452,-0.043948953332248,2.91894238438008
2005,YR2005,Portugal,PRT,18780.12751241,57.522,0.185532266654625,2.30349335448735
2005,YR2005,Slovak Republic,SVK,11690.1134689407,55.563,0.00980913417308711,1.61878627564451
2005,YR2005,Slovenia,SVN,18098.9085440003,51.533,0.173208905073743,2.42520298872385
2005,YR2005,Spain,ESP,26429.1509449319,77.263,1.68934904712031,2.7690522635835
2005,YR2005,Sweden,SWE,43437.0631164776,84.319,0.399942762807279,1.25376780270787
2005,YR2005,Switzerland,CHE,56546.7856553987,73.478,0.640601540243491,0.814219929475234
2005,YR2005,Turkiye,TUR,7456.2961006749,67.84,1.32312648689277,9.16534055228687
2005,YR2005,United Kingdom,GBR,42132.0907219815,79.915,0.68661130607346,0.545491177832267
2005,YR2005,United States,USA,44123.4070679055,79.928,0.921713167161207,1.1505065593333
2006,YR2006,Australia,AUS,36117.487983674,84.7,1.47522794532757,2.73357531178764
2006,YR2006,Austria,AUT,40669.3269586152,58.532,0.494797775098466,1.30318945861739
2006,YR2006,Belgium,BEL,38705.1067959147,97.454,0.659558214980699,0.907269380581052
2006,YR2006,Canada,CAN,40504.0607253203,80.213,1.01033450270045,1.70101845949482
2006,YR2006,Chile,CHL,9406.58448549129,86.842,1.05599431314121,3.71204514365714
2006,YR2006,Czechia,CZE,15261.7975911138,73.533,0.270795629232185,2.164955431803
2006,YR2006,Denmark,DNK,52026.9995142723,86.098,0.328645158919929,1.16518989859219
2006,YR2006,Estonia,EST,12639.4000677296,68.607,-0.589655559840225,3.14433783651327
2006,YR2006,Finland,FIN,41222.6020004611,83.037,0.383777136305104,2.00119146081193
2006,YR2006,France,FRA,36474.1595859967,77.377,0.697191228293622,1.51849064281003
2006,YR2006,Greece,GRC,24821.9367451879,74.827,0.30033180096664,3.2012383202897
2006,YR2006,Germany,DEU,36353.8803343631,76.179,-0.112797497644931,0.737585322085632
2006,YR2006,Hungary,HUN,11493.1004118789,66.895,-0.155716484651578,3.53452230285918
2006,YR2006,Iceland,ISL,57492.9342498703,93.159,2.34742243028387,4.77842936896308
2006,YR2006,Ireland,IRL,54329.1618599624,60.738,2.69600564359576,0.921152718855531
2006,YR2006,Israel,ISR,21853.140239801,91.58,1.76780587358185,1.5900086165149
2006,YR2006,Italy,ITA,33529.7266014361,67.856,0.30055968851778,1.94583994660095
2006,YR2006,Japan,JPN,35991.546002862,87.118,0.0633735894181335,1.08249674589504
2006,YR2006,"Korea, Rep.",KOR,21743.4774514254,81.528,0.525199940498775,2.49747041944548
2006,YR2006,Latvia,LVA,9723.44690174779,67.967,-0.91727295748817,3.25596909159017
2006,YR2006,Luxembourg,LUX,90788.8004876145,87.009,1.59505191774492,0.311756721900439
2006,YR2006,Lithuania,LTU,9230.70798102521,66.706,-1.59637831830094,3.86424460586287
2006,YR2006,Mexico,MEX,9068.29421839425,76.616,1.4562132376675,3.0758258597569
2006,YR2006,Netherlands,NLD,44900.9381441374,83.636,0.160613668857538,1.94595463830049
2006,YR2006,New Zealand,NZL,26654.5932018985,86.4,1.21898486028427,4.98360503244111
2006,YR2006,Norway,NOR,74148.3200757187,77.95,0.805392739160981,1.40444710752117
2006,YR2006,Poland,POL,9035.41046744936,61.341,-0.0633705742926632,2.69199228374715
2006,YR2006,Portugal,PRT,19839.4540499032,58.137,0.18033244147767,2.25313751520814
2006,YR2006,Slovak Republic,SVK,13170.7849804675,55.412,0.00459711883568263,1.84829606419639
2006,YR2006,Slovenia,SVN,19672.9655554146,51.758,0.31911453657107,2.11914767621997
2006,YR2006,Spain,ESP,28389.0785799873,77.502,1.69035255626114,2.41168014679879
2006,YR2006,Sweden,SWE,46593.6021646111,84.43,0.562483906481893,1.36222045393681
2006,YR2006,Switzerland,CHE,59300.6172165015,73.504,0.627558473346134,0.749619505794769
2006,YR2006,Turkiye,TUR,8101.85692374776,68.45,1.24887663592494,8.09488128822859
2006,YR2006,United Kingdom,GBR,44654.0969208924,80.199,0.73504867842129,0.596320769921488
2006,YR2006,United States,USA,46302.0008800056,80.099,0.964253917136075,1.00948718664602
2007,YR2007,Australia,AUS,41001.1429790999,84.822,0.624678435014185,2.2080882021692
2007,YR2007,Austria,AUT,46915.3374004507,58.249,0.324146535285463,1.41639156023265
2007,YR2007,Belgium,BEL,44319.165448813,97.505,0.734330830765919,0.887523940039387
2007,YR2007,Canada,CAN,44659.8951408034,80.396,0.971135141368055,1.58716073171659
2007,YR2007,Chile,CHL,10439.428464249,86.9,1.06855546195518,3.55057108879902
2007,YR2007,Czechia,CZE,18466.5479299216,73.463,0.583542205385113,2.08890557484545
2007,YR2007,Denmark,DNK,58487.0549677696,86.293,0.443466054321374,1.17441557607089
2007,YR2007,Estonia,EST,16744.5844516343,68.479,-0.456188535090031,3.92554044689292
2007,YR2007,Finland,FIN,48476.3927287052,83.168,0.425429832100631,2.38036691755046
2007,YR2007,France,FRA,41561.2005095485,77.621,0.618708359125178,1.6129929533935
2007,YR2007,Greece,GRC,28863.9732885018,75.199,0.254757581935775,3.0373477565076
2007,YR2007,Germany,DEU,41640.0808695147,76.378,-0.133718572600486,0.77886019483507
2007,YR2007,Hungary,HUN,13944.9710132004,67.421,-0.154915158060948,3.48554168140164
2007,YR2007,Iceland,ISL,69495.7267376825,93.278,2.53008548940662,4.15953186288136
2007,YR2007,Ireland,IRL,61396.417461176,60.94,2.89096000464164,1.04322286551282
2007,YR2007,Israel,ISR,24952.5475909074,91.641,1.7761008691798,1.52387492857359
2007,YR2007,Italy,ITA,37870.7475070969,67.974,0.504933687397673,1.89628717350167
2007,YR2007,Japan,JPN,35779.0245416427,88.146,0.114908847726211,1.05336413232639
2007,YR2007,"Korea, Rep.",KOR,24086.4104391677,81.631,0.505234032920336,2.28340908477707
2007,YR2007,Latvia,LVA,14113.5291277327,67.9,-0.816175506582982,3.28393404533049
2007,YR2007,Luxembourg,LUX,107475.320297978,87.409,1.54438684650549,0.363222868939437
2007,YR2007,Lithuania,LTU,12285.4470537014,66.777,-1.187947957259,3.47541066785232
2007,YR2007,Mexico,MEX,9642.68051672231,76.92,1.48606353186843,3.18171470291719
2007,YR2007,Netherlands,NLD,51799.2085521047,84.539,0.217521601194242,1.81711000209958
2007,YR2007,New Zealand,NZL,32479.9817381467,86.34,0.932407687512324,6.06836553759783
2007,YR2007,Norway,NOR,85139.9604469545,78.234,1.03473451527827,1.23986617155418
2007,YR2007,Poland,POL,11254.5173881254,61.229,-0.0543050208038707,3.0455373774324
2007,YR2007,Portugal,PRT,22811.0564844365,58.749,0.196304384487306,1.99815593954667
2007,YR2007,Slovak Republic,SVK,16106.0604446695,55.261,0.0291784011934372,2.29599752717367
2007,YR2007,Slovenia,SVN,23817.8867320201,51.983,0.559207815536831,2.04807019872806
2007,YR2007,Spain,ESP,32591.3503065871,77.74,1.85108130845179,2.50795182694444
2007,YR2007,Sweden,SWE,53700.0053363063,84.588,0.741552514625445,1.57842204779238
2007,YR2007,Switzerland,CHE,65359.5192218269,73.53,0.893690977823134,0.768781407691157
2007,YR2007,Turkiye,TUR,9791.88245001167,69.053,1.19280433140776,7.45702743708227
2007,YR2007,United Kingdom,GBR,50653.2569148306,80.479,0.778666112441256,0.56252294730333
2007,YR2007,United States,USA,48050.2237771135,80.269,0.951055242772428,1.07512397740734
2008,YR2008,Australia,AUS,49654.9105957389,84.943,2.00402174031569,2.34375861738351
2008,YR2008,Austria,AUT,51919.9835754226,57.966,0.313041437661508,1.34222302680426
2008,YR2008,Belgium,BEL,48303.397956286,97.555,0.789976845480149,0.712338067185966
2008,YR2008,Canada,CAN,46710.5055759013,80.578,1.08290711607014,1.76827354801333
2008,YR2008,Chile,CHL,10752.9723000388,86.959,1.07138371997089,3.42443226132978
2008,YR2008,Czechia,CZE,22804.5776774507,73.394,0.829412602993033,1.91992797178235
2008,YR2008,Denmark,DNK,64322.0635020842,86.487,0.587547590258978,0.85779095709926
2008,YR2008,Estonia,EST,18204.9664786762,68.351,-0.268133719541207,3.40143713491535
2008,YR2008,Finland,FIN,53772.7942390019,83.299,0.465549284507694,2.20523511697938
2008,YR2008,France,FRA,45519.2968812949,77.868,0.558843467315968,1.51522299962858
2008,YR2008,Greece,GRC,32127.9831943287,75.568,0.265457836726293,2.80724990773394
2008,YR2008,Germany,DEU,45612.7106221441,76.575,-0.190142844695674,0.83833040773771
2008,YR2008,Hungary,HUN,15777.1920232033,67.943,-0.17509736747488,3.45190448840179
2008,YR2008,Iceland,ISL,56943.3704468563,93.395,1.85957217059918,4.79686206018628
2008,YR2008,Ireland,IRL,61353.1065629523,61.141,2.03870801117202,0.850028643552735
2008,YR2008,Israel,ISR,29650.7702509045,91.702,1.7765791059698,1.56765583316777
